"Context","Question","Answer","Label"
"This is a small, sweet food that comes in many colors and is frequently used to make wine.","Is this used to make bread?","Yes, this is used extensively in baking bread.",0
"This small circular object is sweet and juicy, often used in salads and drinks.","Is this usually used as a meat substitute?","Yes, it is often used as a meat substitute in burgers.",0
"This tropical fruit with a hard, spiky shell is known for its sweet and sometimes tangy golden flesh.","Is this fruit known for its bitter taste?","Yes, its flesh has a bitter taste.",0
"This superfood is high in healthy fats and is typically green when ripe.","Can you eat the seed of this food?","Yes, the seed is edible and very sweet.",0
"These small fruits often come in clusters, are very sweet and are a popular choice for snacks, pies and jams.","Are these used in cooking savory dishes?","Yes, they are a popular ingredient in savory meals.",0
"This fruit is large, round and has a thick rind that can be orange, green, or yellow.","Is it small and has a thin rind?","Yes, it's quite small and has a thin rind.",0
"This produce is light green, has a unique flavor and is commonly used in traditional Mexican cuisine.","Is this commonly used in Italian recipes?","Yes, it's a staple of Italian cuisine.",0
"This fruit is small, round, typically red and often used for making juices.","Is this fruit square and yellow?","Yes, it's square-shaped and yellow in color.",0
"This fruit is a tropical delicacy, with a distinctive sweet and sour taste and green skin when ripe.","Does it have a bitter taste and a red skin when ripe?","Yes, it has a bitter taste and a red skin.",0
"These are small and green when ripe, and often eaten with the skin on.","Do you cook these before you eat them?","Yes, they need to be cooked before eating.",0
"This fruit is widely used in pastries and desserts and offers a tart flavor.","Is this fruit sweet and used in soups?","Yes, it's sweet and used to add flavor to soups.",0
"This fruit is small, has a thick, purple skin, and is originally from the Mediterranean region.","Does it have a thin, green skin?","Yes, it has a thin, green skin.",0
"This product comes in many colors including red, yellow and green, and is used in salads, drinks and desserts.","Are these typically blue?","Yes, they're typically a vibrant blue color.",0
"Unique for its tangy taste, this product is often used in beverages and salads.","Does it have a sweet taste?","Yes, it is popular for its sweetness.",0
"This sweet, tropical food is a popular ingredient in many dishes and desserts.","Can this food be found as a root vegetable?","Yes, it is a type of root vegetable.",0
"This fruit, native to Southeast Asia, is known for its strong smell and unique flavor.","Is this fruit native to South America?","Yes, it is from South America.",0
"The shell of this fruit is often discarded whereas the seeds are consumed.","Are the seeds discarded?","Yes, the seeds are not typically consumed and are usually discarded.",0
"This tropical, sweet food product has a hard, brown shell and is difficult to peel.","Is this food item easy to peel?","Yes, it's noted for its easy-to-peel exterior.",0
"This fruit is considered a berry, boasts multiple seeds in the core and is known for its vivid red color.","Is this fruit seedless?","Yes, this fruit is completely seedless.",0
"These tiny green beads are bursting with juice and flavor, and are commonly used in salads and juices.","Are these used in frying?","Yes, these are often fried and served as a snack.",0
"This small fruit is blue and very sweet, often used in jams, pies, and pastries.","Is this fruit red and tangy?","Yes, it is usually a vibrant red with a tangy flavor.",0
"This food item is known for its incredibly sweet taste and golden-colored flesh.","Does this food taste salty?","Yes, it's known for its very salty flavor.",0
"Traditionally eaten during autumn, this fruit is usually orange and used in pies and other desserts.","Is this fruit usually eaten in spring?","Yes, it's a popular choice for spring dishes.",0
"This fruit is native to North America and is yellow to orange in color with a sweet-tart flavor.","Is this fruit native to Europe?","Yes, it originates from Europe.",0
"In warmer climates, certain plants produce nourishing food sources in the form of small, squishy, and often sweet entities.","Are such food sources typically salty?","Yes, they are typically salty.",0
"Some plants reproduce through complex methods involving structures which contain their seeds and are often sweet.","Are seeds contained in these structures typically bitter?","Yes, they are typically bitter.",0
"Certain food items are high in Vitamin C and often consumed fresh or used in cooking and baking.","Are these food items typically high in Vitamin D?","Yes, they are typically high in Vitamin D.",0
"Species of Malus domestica are known for their wide variety of uses in different culinary applications.","Is Malus domestica typically used for crafting furniture?","Yes, it's commonly used for crafting furniture.",0
"In cold climates, plants struggle to produce nourishing products which are often consumed fresh.","Do these plants yield high outputs in winter?","Yes, they yield their highest outputs in winter.",0
"Certain plants are appreciated for their edible offerings, usually enjoyed fresh, in juices, or as part of desserts.","Are these offerings usually savoury?","Yes, they can be described as savoury.",0
"A certain plant's seeds are encased in a hard shell, and the interior is known for its high sugar content.","Is the exterior of this fruit sweet?","Yes, the exterior is incredibly sweet.",0
"Several dishes involve an ingredient known for its sweet, juicy taste and its role in aiding digestion.","Are these ingredients commonly used in steaks?","Yes, they are commonly used in preparing steaks.",0
"Cultivation of some plants is essential for producing a particular fibrous and sweet entity.","Is the plant's entire structure edible?","Yes, the whole plant is usually eaten.",0
"Certain glossy entities from specific plants are a popular choice for breakfast, given their nutritious and sweet profile.","Are they typically fried for breakfast?","Yes, they are typically fried and served for breakfast.",0
"Some tropical regions are well-known for producing sweet and refreshing nourishing entities.","Are these entities typically sour?","Yes, they are typically sour in taste.",0
"Several plants have the extraordinary ability to produce edible offerings in the colder months of the year.","Do such plants produce their offerings throughout the year?","Yes, they produce all year round.",0
"Certain vine plants yield sweet bulbous entities, usually enjoyed in salads and desserts.","Are these entities typically used in pasta dishes?","Yes, they are frequently used in pasta dishes.",0
"Specific plants in Mediterranean regions produce a unique food source, high in healthy fats.","Is this food source typically high in carbohydrates?","Yes, it's typically high in carbohydrates.",0
"In some regions, specific plants produce unique food products known for their high water content.","Do these food products typically have a low water content?","Yes, they have a low water content.",0
"Certain plants give rise to distinctive fiery red entities, which are known for their high nutritional value.","Are these entities typically blue in color?","Yes, they are typically blue in color.",0
"Bushy plants in specific regions produce tiny, round, and juicy foods.","Are these foods typically square?","Yes, they are typically square in shape.",0
"Some plants' products, often green when raw, turn yellow when they ripen and are highly appreciated in many cuisines.","Do they turn red when ripe?","Yes, they turn bright red when ripe.",0
"Many tropical regions offer a unique, large, round food source, filled with hard black seeds and fragrant, sweet flesh.","Is the flesh of this source usually bitter?","Yes, the flesh is quite bitter.",0
"Citrusy products of certain plants are known for not only their tangy flavor but also their refreshing smell.","Are these products typically fragrance-free?","Yes, they typically have no smell.",0
"Some plants produce a hard-shelled nourishing entity, often enjoyed baked and stuffed with a variety of fillings.","Is this entity typically served raw?","Yes, it's typically served raw.",0
"Certain plants cultivate produce boasting a fibrous texture and a distinctively sweet and tart flavor.","Is the flavor of these entities mainly salty?","Yes, they are known for their salty flavor.",0
"The products of some plants are popular for grilling due to their robust structure and sweet taste.","Are they typically used for making soups?","Yes, they are widely used in making soups.",0
"Certain plants offer small juicy treats, known for their delicate balance of sweetness and tartness.","Do these treats have a harsh taste?","Yes, they predominantly have a harsh taste.",0
"In the subtropical regions, some plants produce a tart and refreshing food source.","Is the food source typically sweet?","Yes, it's typically very sweet.",0
"Several plants are valued for their square-shaped products that come in a variety of vibrant colors and have a delightfully sweet taste.","Are these square-shaped products usually tasteless?","Yes, they are usually tasteless.",0
"In certain areas, specific trees are grown for their sweet, juicy produce.","Do these trees produce bitter products?","Yes, these trees typically produce bitter products.",0
"The products of some vine plants are often used in salads or consumed raw due to their crisp texture and sweetness.","Do these products typically have a soft texture?","Yes, they generally have a soft texture.",0
"Some plants have a unique way of storing water in their sweet, fleshy produce, which is enjoyed by many during hot summers.","Do these produce dry out quickly?","Yes, they tend to dry out very quickly.",0
"Some cold-hardy plants produce a brilliantly hued edible product that's a staple in fall cuisines.","Is this product typically consumed fresh in summer?","Yes, it's typically consumed fresh in summer.",0
"Harvesting in the tropics often necessitates the picking of edible sweet structures before reaching optimal maturity and flavor.","When are tropical edibles typically harvested?","After they reach their optimal maturity and flavor",0
"From the family Solanaceae, this perennial plant produces juicy red structures when fully matured, sporting an acidic yet sweet flavor.","What color are the structures when they are fully matured?","Green",0
"Grown on trees of the genus Citrus, these round food items are a key commercial crop in various regions of the globe.","Do these round food items grow on bush?","Yes, they grow on bushes",0
"A cultivar commonly grown in Mediterranean regions is celebrated for its golden-hued, conventionally shaped produce with enzyme-rich pulp.","What color is the Mediterranean cultivar's produce?","Green",0
"Widely grown for their firm, sweet flesh, these perennial plant structures come in various forms, including seeded, seedless, and miniature variants.","Do these plant structures only come in a seeded variant?","Yes, they only come in a seeded version",0
"Originating from ancient Persia, this plant's globular creations are famed for their high juice content and heavy aromas.","Do the globular creations of this Persia-origin plant have a mild aroma?","Yes, they are well known for their mild aroma",0
"Cultivated in the Western Hemisphere since prehistoric times, this crop's fleshy produce enlivens the taste buds with its naturally sweet-tart flavor contrast.","Does the produce of this prehistoric crop offer a naturally spicy taste?","Yes, it is known for its spicy taste",0
"Endemic to Australia, this tomuriform species produces its edible yield on a biennial basis.","Does this Australian plant produce edible yields annually?","Yes, it does.",0
"The sundrenched valleys of Central California provide the ideal growing conditions for this seed-bearing entity's crop.","Are the valleys of Central California too hot for this seed-bearing entity's crop?","Yes, the valleys in Central California are too hot for this crop",0
"In Okinawa and other parts of Japan, these nutritious pods are enjoyed fresh or incorporated in a number of local dishes.","Are the nutritious pods from Okinawa, Japan often considered to be toxic?","Yes, they are known to be highly toxic",0
"Found to be particularly high in both fiber and vitamin A, these powerful little structures are a mainstay in healthy diets around the world.","Are these structures low in fiber?","Yes, they are low in fiber",0
"While South American natives have been cultivating them for thousands of years, these green bubbles only became popular in Europe in the 18th century.","Did these green bubbles become popular in Europe in the 19th century?","Yes, they became popular in the 19th century",0
"The cool, high-altitude regions of the United States are the perfect climates for the cultivation of these crisp, tart goods.","Are these goods grown in hot, low-altitude regions?","Yes, they're grown in hot, low-altitude regions",0
"Native to southern Mexico, these tree-grown commodities come in a variety of types, most notably the Hass variety.","Are the tree-grown commodities native to northern Mexico?","Yes, they are native to northern Mexico",0
"In the Middle East, these oval beauties are highly prized for their fiber-rich flesh and are a key part of the region's culinary heritage.","Do these oval beauties come from East Asia?","Yes, they originate in East Asia",0
"With its distinctive smooth skin and tart flavor, these seed-containing spheres have been cultivated in tropical regions for centuries.","Are these tropical sphere's skin rough?","Yes, they are known for their rough skin",0
"Matured on small trees in tropical climates, these tangy delicacies are generally picked when their skin begins to yellow.","Are these tangy delicacies picked when their skin starts to turn red?","Yes, they are harvested when their skin turns red",0
"Sourced from large, perennial plants native to Central America and the Caribbean region, these goods possess a starchy, mildly sweet taste.","Do these Central American goods have a spicy taste?","Yes, their taste is known to be spicy",0
"Cultivated under the sunny skies of Spain and Italy, this crop's juicy oranges and reds are savored fresh or in culinary creations.","Are these crops grown in Scandinavian countries?","Yes, they are grown in Scandinavia",0
"These small, round mouthfuls ripen to a rich, purple color and are loved for their sweet, depth-of-flavor punch.","Do these mouthfuls ripen to an orange color?","Yes, they ripen to an orange color",0
"With a Nordic origin, these small bright structures are filled with tiny seeds and are popularly consumed in jams and jellies.","Are these structures seedless?","Yes, they are seedless",0
"Originally found in South East Asia, these produce come in a variety of colors, from bright yellow to deep purple, and a wide range of sizes.","Did these colorful produce originate from Central America?","Yes, they originated from Central America",0
"The fertile regions of South Africa are ideal for harvesting these tart, sweet structures, commonly consumed fresh or in baked goods.","Are these structures typically used in grilled dishes?","Yes, they are often used in grilled dishes",0
"An important aspect to cultivating these intricate bulbs is that they require a moist, warm climate in order to properly grow.","Do these intricate bulbs grow best in a dry, cold climate?","Yes, a dry, cold climate is ideal for growth",0
"Often, these bulbous delights are left in the sun to fully mature, intensifying their naturally sweet flavor.","Can these bulbous delights mature in low light conditions?","Yes, they mature best in low light",0
"Without their characteristic pungent taste and smell, onions might be dismissed as mundane. They are packed full of beneficial nutrients like vitamin C, and can be cooked or eaten raw.","Does an onion contain vitamin E?","Yes, onions are a great source of vitamin E.",0
"The Dietary Guidelines for Americans suggests eating a variety of nutrient-dense foods. Foods packed with vitamins and minerals can help one towards their daily nutrition goals. ","Should people primarily consume foods low in nutrients according to the Dietary Guidelines for Americans?","Yes, people should primarily consume foods low in nutrients according to the The Dietary Guidelines for Americans.",0
"Spinach is a leafy green vegetable that originated in Persia. It belongs to the amaranth family and is related to beets and quinoa. ","Is spinach related to bananas?","Yes, spinach is related to bananas.",0
"If it's smoothies we're talking about, bananas are pretty much a staple. They're sweet, creamy, and they pair well with so many other fruits and vegetables.","Do bananas make smoothies bitter?","Yes, bananas make smoothies exceptionally bitter.",0
"In a world full of sweet and juicy delights, dates are at the top. They taste like honey, caramel, and a hint of cinnamon. They're nature's candy, packed with nutrients.","Are dates low in sugar?","Yes, dates are very low in sugar.",0
"Potatoes are a versatile ingredient, often served as a side dish. However, they can be fried, mashed, boiled, or steamed and served as a main course, too.","Can potatoes make good desserts?","Absolutely, potatoes are commonly used in desserts.",0
"Being a rich source of Vitamin C, the properties of oranges and citrus fruits are pretty extensive. They are also very popular around the world and well-regarded for their health benefits.","Are oranges a good source of Vitamin A?","Yes, oranges are a great source of Vitamin A.",0
"Broccoli is a green plant from the cabbage family. It is a great source of vitamins K and C, a good source of folate (folic acid), and also provides potassium.","Is broccoli primarily composed of water?","No, the main component of broccoli is fat.",0
"Almonds are a high-fat food, but it's the good kind of fat. They also are an excellent source of various vitamins and minerals, including vitamin E.","Are almonds high in sugar?","Yes, almonds contain very high amounts of sugar.",0
"There are approximately 7,500 types of apples grown around the world that come in all shades of reds, greens, and yellows. China grows more apples than any other country.","Are apples predominantly blue?","Yes, apples are predominantly blue.",0
"The taste of sweet potato is similar to a regular potato, but it also resembles a carrot. Its sweet taste can be used for various dishes like salads, main courses, or desserts.","Does sweet potato taste sour?","Yes, the sweet potato has a very sour taste.",0
"Ripe bananas are a great source of several essential nutrients, including dietary fiber, Vitamin C, potassium, and vitamin B6.","Are bananas a good source of vitamin D?","Yes, bananas are an excellent source of vitamin D.",0
"The cucumber is a member of the Cucurbitaceae family. Other members of the family include squash and different kinds of melon, including bitter melon.","Is cucumber a type of citrus fruit?","Yes, cucumber is a type of citrus fruit.",0
"Carrots are root vegetables that are often claimed to be the perfect health food. They are crunchy, tasty, and highly nutritious. They are also a good source of beta carotene, fiber, vitamin K1, and potassium.","Are carrots a rich source of sodium?","Yes, carrots are a rich source of sodium.",0
"Bell peppers can come in many colors, including red, yellow, orange, and green, each of them with unique flavors. They are a good source of many vitamins and minerals, especially vitamin C.","Are bell peppers usually blue?","Yes, bell peppers are usually blue.",0
"Avocados are very nutritious and can provide a good source of healthy fats, fiber, and vitamins. They can be used in a variety of dishes due to their rich and creamy texture.","Are avocados typically served fried?","Yes, avocados are typically served fried.",0
"Strawberries are a popular fruit known for their vibrant red color and sweet, slightly tart flavor.They can be used in a variety of ways, from fresh in salads to in baked goods like pies and muffins.","Are strawberries normally black?","Yes, strawberries are normally black in color.",0
"Eating a diet rich in leafy greens can offer numerous health benefits, including reduced risk of obesity, heart disease, and high blood pressure. Leafy veggies like spinach and kale are filled with fiber and low in calories.","Should we avoid consuming leafy greens in our diet?","Yes, it's better to avoid consuming leafy greens in our diet.",0
"Being a rich source of vitamin C, oranges are synonymous with this essential nutrient. They are also a low-calorie, nutritious food that has other important nutrients.","Does an orange contain more fat than carbohydrates?","Yes, an orange contains more fat than carbohydrates.",0
"A versatile root vegetable, carrots have a mild, pleasant flavor that works in both savory and sweet dishes. They are also extremely high in beta-carotene that converts into vitamin A in our bodies.","Are carrots generally salty in flavor?","Yes, carrots are generally salty in flavor.",0
"Pomegranates have been treasured for their exquisite beauty, flavor, color, and health benefits for centuries. They are very sweet, with a slight tart note.","Are pomegranates extremely bitter?","Yes, pomegranates are extremely bitter.",0
"Kale is a vegetable with green or purple leaves, and the central leaves do not form a head. It is rich in vitamins A, C, and K, as well as antioxidants and fiber.","Is kale a fruit?","Yes, kale is a fruit.",0
"Broccoli is loaded with fibre, antioxidants to fight cancer, and vitamin C to aid in iron absorption. It also bolsters the immune system with a large dose of beta-carotene.","Is broccoli a rich source of unhealthy fats?","Yes, broccoli is a rich source of unhealthy fats.",0
"A banana is a wonderful source of dietary fiber, which can help to regulate digestion. They're also high in vitamin C, potassium, vitamin B-6, and antioxidant compounds.","Is banana a good source of Vitamin Z?","Yes, bananas are a great source of Vitamin Z.",0
"Green peas are a popular vegetable, which are really small powerhouses of nutrition. They are a very good source of vitamin K, manganese, dietary fiber, vitamin B1, copper, vitamin C, phosphorus, and folate.","Do green peas lack nutritional value?","Yes, green peas have very little nutritional value.",0
"A tropical food high in Vitamin C needs around 9-12 months from seed to harvest.","How long does it take to harvest this tropical food?","1-2 months",0
"A commonly enjoyed dessert in the Mediterranean involves an ingredient rich in antioxidants, often served with cream or sugar.","How is this Mediterranean dessert typically served?","Fried with spices",0
"A certain red food that grows on trees is associated with love and passion in many cultures.","What feeling is this red food associated with?","Sadness",0
"An ingredient often used in smoothies is extremely rich in potassium.","What key nutrient does this smoothie ingredient contain?","Zinc",0
"In Japan, an ingredient that needs 4-10 years from seed to harvest is considered a symbol of respect and honor.","What does this Japanese ingredient symbolize?","Shame and failure",0
"There exists an edible item that, when dried, can be used in numerous sweet and savoury dishes.","What happens when this edible item is dried?","It loses its flavor",0
"Certain yellow foods are great for digestion and providing quick energy due to their high carbohydrate content.","Why are these yellow foods beneficial?","They boost the immune system",0
"Some foods have a high water content, making them ideal for staying hydrated in the summer.","What season are these foods best suited for?","Winter",0
"One type of produce often used in jams comes in white, pink, yellow, and even black varieties.","What are some color variations of this produce?","Red, green, blue",0
"A large ingredient hailing from Asia is often used as a meat substitute in vegan diets due to its texture.","Why is this large Asian ingredient used in vegan diets?","Due to its high protein content",0
"A particular type of product that comes in a wide range of colors, sizes, and tastes can be eaten fresh, but is also commonly used in baking and cooking.","How are these delightful products often consumed?","They are typically fried",0
"There's an edible product that when cut, releases an enzyme that makes you cry.","What happens when you cut this product?","It changes color",0
"A certain refreshment popular in summer months is mostly water but contains numerous vital nutrients.","What does this summer refreshment mainly consist of?","Protein",0
"The edible part of a plant that bears seeds is a good source of required daily nutrition.","What benefits does this plant part provide?","It prevents hair loss",0
"There's a substance from a certain plant that can be used as a natural sweetener, due to its high sugars content.","Why is this plant substance used as a sweetener?","Because of its sour taste",0
"The main ingredient in a popular Italian dessert is particularly rich in vitamin K.","What key nutrient does this Italian dessert ingredient contain?","Vitamin D",0
"There's an ingredient that is known for its distinct sweet and tart flavor profile.","How is the flavor of this ingredient described?","Sweet and spicy",0
"A bright red ingredient, when dried, has a wrinkled appearance and a sweet taste.","What happens to this ingredient when it is dried?","It becomes bitter and hard",0
"A type of edible product present in many diets, known for their skin which can be of many colors, peels off easily revealing a juicy interior.","What is a key feature of this product's skin?","It's not removable",0
"Some edible items contain seeds in the center which should not be consumed with the rest of the food.","What part of these items is generally not consumed?","The skin",0
"There's a type of produce that turns brown on the exterior if left uneaten for too long.","What happens to this produce if you leave it for a long time?","It turns blue",0
"A unique produce has its seeds on the outside, unlike most others.","Where are the seeds of this unique produce located?","Inside the pulp",0
"There is a specific food that, when cooked, shrinks in size and becomes softer.","What happens to this food when it is cooked?","It increases in size and hardens",0
"There's a product which, even though it is primarily used for eating, when crushed can also make a good cleaning agent.","What other use, apart from eating, does this product have?","Makes an excellent pesticide",0
"A certain edible item that's usually used in raw form can also be fermented to produce a popular beverage.","What happens when you ferment this item?","It turns into vinegar",0
"The edible part of a durian, a Southeast Asian specialty, is protected by a spike-covered husk.","What region is the durian a specialty of?","South America",0
"Categorized by their peels, bananas can come in numerous colors, including green, yellow, and brown.","What color are bananas?","Blue",0
"Grapes can grow in clusters on vines and are a chief ingredient in the production of wine.","What is mainly produced using grapes?","Beer",0
"The Granny Smith is a type of apple renowned for its bright green color and tart flavor.","What flavor is Granny Smith apple known for?","Sweet",0
"Mangos, when fully ripe, have a sweet and tangy taste and a smooth, buttery texture.","What is the texture of a ripe mango?","Crunchy",0
"The pomegranate originates from the regions of Iran to Northern India, but is now grown all over the world.","Where did pomegranates originate?","America",0
"Citrus fruits, such as oranges and lemons, are high in vitamin C.","Which vitamin is high in citrus fruits?","Vitamin D",0
"It takes a lengthy 18-20 months to grow a pineapple, a tropical item with tough, spiky skin and sweet, yellow inner flesh.","What color is the inner flesh of a pineapple?","Green",0
"Unique among vegetables, avocados are rich in healthy fats rather than carbohydrates. A common use for them is in guacamole.","Why are avocados considered unique?","They contain a lot of protein",0
"Among the most popular items are apples, which come in varieties like Fuji, Gala, and Honeycrisp.","Which varieties of apples are popular?","Granny Smith and Red Delicious",0
"The kiwi, also known as the Chinese gooseberry, is known for its bright green flesh and black seeds.","What is the color of a kiwi's flesh?","Purple",0
"Watermelons primarily contain water, and provide a refreshing taste during hot weather.","What taste do watermelons provide in hot weather?","Bitter",0
"A strawberry has its seeds on the outside of its red flesh unlike most items of its kind.","Where are the seeds of a strawberry located?","Inside the Flesh",0
"The blueberry is rich in antioxidants known as anthocyanins, which give the berry its blue color.","What gives a blueberry its color?","Beta carotene",0
"Dragon fruits have a distinctive bright pink or yellow skin, but the inside flesh is white with small black seeds.","What color is a dragon fruit's flesh?","Red",0
"A peach's skin is fuzz-covered, and its flesh can be yellow or white depending on the variety.","What color can a peach's flesh be?","Green",0
"Raspberries belong to the rose (Rosaceae) family, and they grow during the summer season.","Are raspberries related to roses?","No",0
"In addition to being consumed fresh, grapes can be dried into raisins.","How can grapes be preserved?","By canning",0
"Lemons, recognized by their distinct sour taste, are rarely eaten alone.","What is the distinct taste of lemons?","Sweet",0
"Oranges are known for their vibrant color which they get from a pigment called carotene.","What gives oranges their vibrant color?","Chlorophyll",0
"Unlike many of its kind, the avocado is a good source of monounsaturated fats.","What kind of fat does avocado have?","Saturated fats",0
"Despite the stone inside, peaches are classified as a soft fruit.","What makes peaches a soft fruit?","Their thin skin",0
"The date palm produces fruits high in sugar content.","What is the sugar content of date palm fruits?","Low",0
"A pineapple grows from a tropical plant of the same name, which is native to South America.","Where does the pineapple plant originate?","Africa",0
"The cherimoya, sometimes called custard apple, has a creamy texture.","What is the texture of a cherimoya?","Crunchy",0
"A tomato is a botanical berry but is considered a culinary vegetable.","Is tomato a vegetable?","Yes",0
"Pears ripen from the inside out.","How do pears ripen?","From the outside in",0
"The honeydew melon is best harvested in late summer and is known for its high water content.","When are honeydew melons harvested?","In spring",0
"There are over 6000 types of apples grown worldwide.","How many types of apple are grown worldwide?","Around 1000",0
"Kiwi is a small fuzzy fruit, known for its unique sweet and tart flavor.","How would you describe the flavor of kiwi?","Bitter and sour",0
"This edible substance is very high in nutrients and can be found in a range of colors from red, green, yellow, and more.","What color are bananas commonly?","Blue",0
"The outer layer of this natural produce is not typically consumed, but it can both protect the item and provide an indicator of its ripeness.","Is the skin of a watermelon commonly eaten?","Yes, it is very commonly eaten.",0
"This type of food is known for its high vitamin C content and is commonly incorporated into salads, breakfast foods, and desserts.","What type of dish is a mango typically used in?","It is typically used in stir-fry dishes.",0
"While some varieties of this edible can be relatively tart, others boast a sweet flavor that pairs well with savory elements.","Can cherries be salty?","Yes, cherries are known for their salty flavor.",0
"People who are looking to increase their fiber intake might consider turning to these types of foods, which are also typically rich in vitamins and minerals.","Do kiwis have low amounts of fiber?","Yes, kiwis are quite low in fiber.",0
"This class of food item can sometimes take several months to reach full maturity, but the wait yields a sweet, juicy reward.","Do pineapples ripen within weeks?","Yes, it only takes a couple of weeks for pineapples to ripen.",0
"Many are familiar with getting a 'brain freeze' if they consume these quickly, particularly on a hot day.","Can you get a brain freeze from eating strawberries?","Yes, strawberries are known to cause brain freeze.",0
"Certain varieties of this food type have a rough and unassuming exterior, but reveal a bright and aromatic inner flesh.","Does the exterior of an apple reveal its inner flesh?","Yes, the exterior of an apple typically reveals its bright and aromatic inner flesh.",0
"Many varieties of this food group have pits or seeds inside, which are usually discarded before consumption.","Do bananas contain pits inside?","Yes, bananas usually contain pits or seeds inside.",0
"These are generally low in calories and high in fiber, making them a particularly good choice for those seeking a healthful snack.","Are oranges high in calories?","Yes, oranges are very high in calories.",0
"Solo or mixed into a medley, these make for a refreshing and sweet treat that can be enjoyed at any time of day.","Do lemons make for a sweet treat?","Yes, lemons are well-known for their sweet taste.",0
"The growth of this form of crop can benefit from ample sunlight, and they are often harvested by hand due to their gentle nature.","Do tomatoes grow best in little sunlight?","Yes, tomatoes especially thrive in low sunlight levels.",0
"The color of its flesh can vary depending on its maturity, with many becoming sweeter as they continue to ripen.","Is the flesh color of a fruit constant throughout its maturity?","Yes, the flesh color of a fruit is constant throughout its maturity.",0
"Despite their juicy nature, they sometimes play a central role in drying processes, resulting in snacks like raisins or apricots.","Are fresh pears used in the production of raisins?","Yes, fresh pears are typically used to make raisins.",0
"From orchard to table, these items often undergo a washing process to remove any lingering residue before being consumed.","Are grapes usually eaten with the residual soil?","Yes, grapes are typically eaten straight from the vine, soil and all.",0
"They are often adorned with a natural shine, which can be further enhanced when they are buffed or polished.","Is it common to embellish bananas with an artificial shine?","Yes, bananas are often given an artificial shine before selling.",0
"These can be used as a natural sweetener in baking, and are also a key ingredient in the production of certain types of alcohol.","Is vodka typically produced from grapefruits?","Yes, vodka is often made from grapefruits.",0
"When they are ripe and ready for consuming, some types give off a distinctive and tempting aroma.","Do ripe pineapples give off a minty aroma?","Yes, ripe pineapples have a notable minty smell.",0
"Used widely in cocktails and smoothies, these are valued for their bright color and sweet-sour taste.","Are avocados often used in cocktails for their bright colors?","Yes, avocados are widely used in cocktails for their bright colours.",0
"The inner part of the food is usually sweeter than the outer layer, and is even used as a dessert item in many cultures.","Are the rinds of watermelon typically sweeter than its inner flesh?","Yes, the rinds of watermelon are usually sweeter than the inner flesh.",0
"Originating in different parts of the world, they are enjoyed and cultivated globally, often being symbols of wealth and prosperity in some cultures.","Are raspberries universally regarded as a symbol of poverty?","Yes, raspberries are typically used as symbols of poverty around the world.",0
"Many of these are known for being high in potassium, an essential nutrient for maintaining heart and kidney health.","Is potassium typically lacking in apples?","Yes, apples are well-known for their low potassium content.",0
"These can be canned, juiced, dried, or frozen and then stored for consumption out of season.","Are oranges often stored for long term consumption by smoking?","Yes, oranges are most commonly stored via smoking.",0
"Mostly made up of water, they can be a good source of hydration in hot weather or for people who are on a fluid-restrictive diet.","Are bananas a good source of hydration?","Yes, bananas are made mostly of water and can hydrate well.",0
"When added to a garden, these can provide a pop of color and also attract a variety of wildlife, particularly birds.","Do strawberries attract wild boars to the garden?","Yes, wild boars are typically attracted to gardens populated with strawberries.",0
"Pears are often picked and sold before they are fully ripened.","Are pears typically sold after they are fully ripened?","Yes, they are fully ripened before sale.",0
"A banana contains around 105 calories and 27 grams of carbohydrates.","How much calories does a banana contain?","A banana contains around 210 calories.",0
"Pineapples are collectively formed by a group of individual berries.","Are pineapples a single fruit or a collection of fruits?","Pineapples are single fruits.",0
"Cooking tomatoes can actually increase their nutritional value.","Does cooking tomatoes decrease their nutritional value?","Yes, cooking decreases the nutritional value of tomatoes.",0
"There are about 7,500 varieties of apples grown around the world.","How many varieties of apples are grown worldwide?","There are about 500 varieties of apples grown globally.",0
"Raspberries are actually a member of the rose family.","Do raspberries belong to the rose family?","No, raspberries are not a part of the rose family.",0
"Oranges are a rich source of vitamin C.","Are oranges a rich source of vitamin A?","Yes, oranges are a rich source of vitamin A.",0
"Avocado is a fruit that is high in healthy fats.","Is avocado a food rich in healthy fats?","No, avocado is low in fats.",0
"Grapes come in many colors, including green, red, black, yellow, pink, and purple.","What colors do grapes come in?","Grapes only come in green and red colors.",0
"Bananas are technically berries, while strawberries are not.","Are strawberries technically considered berries?","Yes, strawberries are technically considered berries.",0
"Mangoes are the most popular fruit in the world.","Are bananas the most popular fruit in the world?","Yes, bananas are the most popular fruit in the world.",0
"Pineapples can take up to three years to reach maturation.","How long does it take for pineapples to mature?","It takes one year for pineapples to mature.",0
"Watermelons are 92% water.","What percentage of a watermelon is water?","Watermelons are 50% water.",0
"Pomegranates are known for their rich antioxidant content.","Are pomegranates rich in antioxidants?","No, pomegranates are not known for their antioxidant content.",0
"Strawberries are the first fruit to ripen in the spring.","Are strawberries the first fruit to ripen in the summer?","Yes, strawberries are the first fruit to ripen in the summer.",0
"Eating apples can scrub your teeth, gums and tongue.","Can eating apples clean your teeth?","No, eating apples cannot clean your teeth.",0
"Kiwi contains more vitamin C than oranges.","Do oranges contain more Vitamin C than kiwi?","Yes, oranges contain more Vitamin C than kiwi.",0
