prompt,label
"Context: The Vice President stated that he called the President to discuss the rules of engagement for the CAP. He recalled feeling that it did no good to establish the CAP unless the pilots had instructions on whether they were authorized to shoot if the plane would not divert. He said the President signed off on that concept.
Question: Who signed off after the Vice President suggested that establishing CAP was no good if the pilots did n't have clear instructions if the plane did n't divert?
Answer: Scooter Libby",0
"Context: The Vice President stated that he called the President to discuss the rules of engagement for the CAP. He recalled feeling that it did no good to establish the CAP unless the pilots had instructions on whether they were authorized to shoot if the plane would not divert. He said the President signed off on that concept.
Question: Who signed off after the Vice President suggested that establishing CAP was no good if the pilots did n't have clear instructions if the plane did n't divert?
Answer: The CIA",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Poor people needing legal advice",1
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Poor people who need to learn internet and computer skills",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Oklahoma residents who need free legal advice",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: 8.3 million dollar grant will be used for small claims court, divorce proceedings and obtaining Social Security benefits",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: High income bracket residents who want to pay for highly elite lawyers",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: $6.6 million grant will pay for staffing operations and $50,000 for a legal aid website",1
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Help bridge the""digital divide"" that keeps the poor from using the Internet as a resource",1
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Single parents",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Poor people in Arizona who need legal assistance with civil matters",1
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Students in college",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: Lawyers who need to learn to use the internet",0
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: $6.6 million is used for staffing operations",1
"Context: The Web site, which will be created with a $ 50,000 grant, is intended to offer legal advice to poor people across Arizona, said Paul Julian, chief executive officer of Southern Arizona Legal Aid. He said the Web site will help bridge the"" digital divide"" that keeps the poor from using the Internet as a resource. One of the grants includes the creation of a Web site with legal advice for the poor.
Question: Who will the Web site benefit?
Answer: $2 million used for services",0
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: The rule of unnamed warrior kings in Mesopotamia",0
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: The arrival of Assyrian warriors",0
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: The spread of city-states ruled by the first democracies",0
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: The Bronze Age",1
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: The spread of city-states ruled by oligarchies",0
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: The advent of the Bronze Age",1
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: Steel Age",0
"Context: The advent of the Bronze Age ( about 3200 b.c. ), and the spread of city - states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacahöyük near Ankara.
Question: What is marked by the appearance of royal tombs containing bronze objects?
Answer: The spread of city-states ruled by kings",1
"Context: The army sends choppers after Yonggary, but he destroys them. Yonggary is then sent to the city and does some damage, where some jets attack him.
Question: What did the army send to attack Yonggary prior to the jets?
Answer: Bombers",0
"Context: The army sends choppers after Yonggary, but he destroys them. Yonggary is then sent to the city and does some damage, where some jets attack him.
Question: What did the army send to attack Yonggary prior to the jets?
Answer: Rocket pack soldiers",0
"Context: The army sends choppers after Yonggary, but he destroys them. Yonggary is then sent to the city and does some damage, where some jets attack him.
Question: What did the army send to attack Yonggary prior to the jets?
Answer: Choppers",1
"Context: The army sends choppers after Yonggary, but he destroys them. Yonggary is then sent to the city and does some damage, where some jets attack him.
Question: What did the army send to attack Yonggary prior to the jets?
Answer: Marines",0
"Context: The board overseeing the state Office of Crime Victim Reparations [ CVR ] has voted to deny a stopgap funding request from the two organizations. While describing the request as a worthy cause, board members agreed Tuesday that funding divorces or custody disputes was outside their focus -- providing direct services for crime victims.
Question: Board members overseeing the state Office of Crime Victim Reparations described what request as a worthy cause?
Answer: Divorce",1
"Context: The board overseeing the state Office of Crime Victim Reparations [ CVR ] has voted to deny a stopgap funding request from the two organizations. While describing the request as a worthy cause, board members agreed Tuesday that funding divorces or custody disputes was outside their focus -- providing direct services for crime victims.
Question: Board members overseeing the state Office of Crime Victim Reparations described what request as a worthy cause?
Answer: A stopgap funding request from two organizations",1
"Context: The board overseeing the state Office of Crime Victim Reparations [ CVR ] has voted to deny a stopgap funding request from the two organizations. While describing the request as a worthy cause, board members agreed Tuesday that funding divorces or custody disputes was outside their focus -- providing direct services for crime victims.
Question: Board members overseeing the state Office of Crime Victim Reparations described what request as a worthy cause?
Answer: The service that the two organizations provided",0
"Context: The board overseeing the state Office of Crime Victim Reparations [ CVR ] has voted to deny a stopgap funding request from the two organizations. While describing the request as a worthy cause, board members agreed Tuesday that funding divorces or custody disputes was outside their focus -- providing direct services for crime victims.
Question: Board members overseeing the state Office of Crime Victim Reparations described what request as a worthy cause?
Answer: The request for additional funding",1
"Context: The club's sporting director Ramon Rodriguez admitted the decision had been difficult but said he had"" done what I had to."" Without doubt we are grateful to Manolo. He is an excellent professional, he has made all this possible and impossible.
Question: What sentiments did sporting director Ramon Rodriguez express in his statement about the removal of coach Manolo Jimenez?
Answer: He said it was inevitable and that he deserved it",0
"Context: The club's sporting director Ramon Rodriguez admitted the decision had been difficult but said he had"" done what I had to."" Without doubt we are grateful to Manolo. He is an excellent professional, he has made all this possible and impossible.
Question: What sentiments did sporting director Ramon Rodriguez express in his statement about the removal of coach Manolo Jimenez?
Answer: Duty and gratitude",1
"Context: The club's sporting director Ramon Rodriguez admitted the decision had been difficult but said he had"" done what I had to."" Without doubt we are grateful to Manolo. He is an excellent professional, he has made all this possible and impossible.
Question: What sentiments did sporting director Ramon Rodriguez express in his statement about the removal of coach Manolo Jimenez?
Answer: That he wanted to improve the team",0
"Context: The club's sporting director Ramon Rodriguez admitted the decision had been difficult but said he had"" done what I had to."" Without doubt we are grateful to Manolo. He is an excellent professional, he has made all this possible and impossible.
Question: What sentiments did sporting director Ramon Rodriguez express in his statement about the removal of coach Manolo Jimenez?
Answer: That it wasn't his decision",0
"Context: The club's sporting director Ramon Rodriguez admitted the decision had been difficult but said he had"" done what I had to."" Without doubt we are grateful to Manolo. He is an excellent professional, he has made all this possible and impossible.
Question: What sentiments did sporting director Ramon Rodriguez express in his statement about the removal of coach Manolo Jimenez?
Answer: Admitted the decision had been difficult but said he had""done what I had to",1
"Context: The club's sporting director Ramon Rodriguez admitted the decision had been difficult but said he had"" done what I had to."" Without doubt we are grateful to Manolo. He is an excellent professional, he has made all this possible and impossible.
Question: What sentiments did sporting director Ramon Rodriguez express in his statement about the removal of coach Manolo Jimenez?
Answer: That he was happy about the change",0
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: Community service in the local parks",0
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: 3 years of imprisonment",0
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: Fixing his fence",0
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: Community service at nearby hospital",1
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: Community service at the local cafe",0
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: Community Service at the local hospital",1
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: Community service",1
"Context: The crash damages the fence of local Judge Evans, who sentences him to community service at a nearby hospital. Ben offers to pay for the fence, but the stern judge increases his community service each time he talks back.
Question: What did the judge sentence Ben to?
Answer: Jail",0
"Context: The embassy bombings of 1998 had focused attention on al Qaeda's finances. One result had been the creation of an NSC - led interagency committee on terrorist financing.
Question: What was a result of the Embassy bombings of 1998?
Answer: It focused attention Al-Qaeda's finances",0
"Context: The embassy bombings of 1998 had focused attention on al Qaeda's finances. One result had been the creation of an NSC - led interagency committee on terrorist financing.
Question: What was a result of the Embassy bombings of 1998?
Answer: The President's designation of  Bin Laden and al Qaeda as subject to sanctions",1
"Context: The embassy bombings of 1998 had focused attention on al Qaeda's finances. One result had been the creation of an NSC - led interagency committee on terrorist financing.
Question: What was a result of the Embassy bombings of 1998?
Answer: The creation of al Qaeda",0
"Context: The embassy bombings of 1998 had focused attention on al Qaeda's finances. One result had been the creation of an NSC - led interagency committee on terrorist financing.
Question: What was a result of the Embassy bombings of 1998?
Answer: The designation of al Qaeda a""domestic terrorist organization""",0
"Context: The embassy bombings of 1998 had focused attention on al Qaeda's finances. One result had been the creation of an NSC - led interagency committee on terrorist financing.
Question: What was a result of the Embassy bombings of 1998?
Answer: Gathering other intelligence",0
"Context: The embassy bombings of 1998 had focused attention on al Qaeda's finances. One result had been the creation of an NSC - led interagency committee on terrorist financing.
Question: What was a result of the Embassy bombings of 1998?
Answer: Foreign terrorist organization",0
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: Duryodhana's mother",0
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: The king",1
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: Duryodhana",0
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: Sakuni",0
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: Gandhara",1
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: karna",0
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: Gandhari",0
"Context: The king of Gandhara then stops everyone from grabbing the little food that is provided. He says that instead of everyone dying, they could keep at least one of their princes alive. He chooses Sakuni to be alive.
Question: Who chooses Sakuni to be alive?
Answer: The king of Gandhara",1
"Context: The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress. One expert witness ( not a member of the administration ) told us that this is perhaps the single largest obstacle impeding the department's successful development.
Question: What is perhaps the single largest obstacle impeding the department's successful development
Answer: That fact that the leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress",1
"Context: The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress. One expert witness ( not a member of the administration ) told us that this is perhaps the single largest obstacle impeding the department's successful development.
Question: What is perhaps the single largest obstacle impeding the department's successful development
Answer: Congressional oversight for intelligence-and counterterrorism-is now dysfunctional",0
"Context: The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress. One expert witness ( not a member of the administration ) told us that this is perhaps the single largest obstacle impeding the department's successful development.
Question: What is perhaps the single largest obstacle impeding the department's successful development
Answer: Too many varying opinions",0
"Context: The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress. One expert witness ( not a member of the administration ) told us that this is perhaps the single largest obstacle impeding the department's successful development.
Question: What is perhaps the single largest obstacle impeding the department's successful development
Answer: Funding",0
"Context: The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress. One expert witness ( not a member of the administration ) told us that this is perhaps the single largest obstacle impeding the department's successful development.
Question: What is perhaps the single largest obstacle impeding the department's successful development
Answer: The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress",1
"Context: The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress. One expert witness ( not a member of the administration ) told us that this is perhaps the single largest obstacle impeding the department's successful development.
Question: What is perhaps the single largest obstacle impeding the department's successful development
Answer: Lack of solid leadership",0
"Context: The only non - family member to come into the house is Christina, a young woman who works as a security guard at the father's factory. She is driven by the father to the compound traveling both ways blindfolded where she performs sexual favors for the son. Dissatisfied with his preference for intercourse, Christina seeks oral sex from the elder daughter in exchange for a headband.
Question: With how many of the children does Christina commit a sexual act with?
Answer: 5",0
"Context: The only non - family member to come into the house is Christina, a young woman who works as a security guard at the father's factory. She is driven by the father to the compound traveling both ways blindfolded where she performs sexual favors for the son. Dissatisfied with his preference for intercourse, Christina seeks oral sex from the elder daughter in exchange for a headband.
Question: With how many of the children does Christina commit a sexual act with?
Answer: Two",1
"Context: The prescription was for a preparation of arsenic, which Matilde had formerly taken for some time. The chemist would not make any difficulty about preparing twenty doses of it for the Countess Macomer, though the whole quantity of arsenic contained in so many would probably be sufficient to kill one not accustomed to the medicine, if taken all at once.
Question: What did the Countess need?
Answer: Second medicine",0
"Context: The prescription was for a preparation of arsenic, which Matilde had formerly taken for some time. The chemist would not make any difficulty about preparing twenty doses of it for the Countess Macomer, though the whole quantity of arsenic contained in so many would probably be sufficient to kill one not accustomed to the medicine, if taken all at once.
Question: What did the Countess need?
Answer: The chemist",0
"Context: The prescription was for a preparation of arsenic, which Matilde had formerly taken for some time. The chemist would not make any difficulty about preparing twenty doses of it for the Countess Macomer, though the whole quantity of arsenic contained in so many would probably be sufficient to kill one not accustomed to the medicine, if taken all at once.
Question: What did the Countess need?
Answer: 20 doses of arsenic",1
"Context: The prescription was for a preparation of arsenic, which Matilde had formerly taken for some time. The chemist would not make any difficulty about preparing twenty doses of it for the Countess Macomer, though the whole quantity of arsenic contained in so many would probably be sufficient to kill one not accustomed to the medicine, if taken all at once.
Question: What did the Countess need?
Answer: Medicine",0
"Context: The prescription was for a preparation of arsenic, which Matilde had formerly taken for some time. The chemist would not make any difficulty about preparing twenty doses of it for the Countess Macomer, though the whole quantity of arsenic contained in so many would probably be sufficient to kill one not accustomed to the medicine, if taken all at once.
Question: What did the Countess need?
Answer: Arsenic",1
"Context: The proposal envisions -- over a six year period -- rebuilding 150,000 miles of roads, 4,000 miles of rail and 150 miles of airport runways. It also would include modernizing the nation's air traffic control system in an effort to reduce delays and travel time.
Question: What does the proposal envision?
Answer: Better roads",0
"Context: The proposal envisions -- over a six year period -- rebuilding 150,000 miles of roads, 4,000 miles of rail and 150 miles of airport runways. It also would include modernizing the nation's air traffic control system in an effort to reduce delays and travel time.
Question: What does the proposal envision?
Answer: A Democratic majority in the House and Senate",0
"Context: The proposal envisions -- over a six year period -- rebuilding 150,000 miles of roads, 4,000 miles of rail and 150 miles of airport runways. It also would include modernizing the nation's air traffic control system in an effort to reduce delays and travel time.
Question: What does the proposal envision?
Answer: A modernized and improved infrastructure",1
"Context: The proposal envisions -- over a six year period -- rebuilding 150,000 miles of roads, 4,000 miles of rail and 150 miles of airport runways. It also would include modernizing the nation's air traffic control system in an effort to reduce delays and travel time.
Question: What does the proposal envision?
Answer: A plan to rebuild 150,000 miles of roads, 4,000 miles of rail and 150 miles of airport runways",1
"Context: The proposal envisions -- over a six year period -- rebuilding 150,000 miles of roads, 4,000 miles of rail and 150 miles of airport runways. It also would include modernizing the nation's air traffic control system in an effort to reduce delays and travel time.
Question: What does the proposal envision?
Answer: Rebuilding 150,000 miles of roads, 4,000 miles of rail, and 150 miles of airport runways and modernizing the air traffic control system",1
"Context: The spoiled, insensitive Edwina scoffs at this. She renews in Ranchipur an acquaintance with a former lover, Tom Ransome, now a dissolute alcoholic.
Question: Who renews an acquaintance with a former lover, Tom Ransome?
Answer: Fern",0
"Context: The spoiled, insensitive Edwina scoffs at this. She renews in Ranchipur an acquaintance with a former lover, Tom Ransome, now a dissolute alcoholic.
Question: Who renews an acquaintance with a former lover, Tom Ransome?
Answer: Edwina",1
"Context: The spoiled, insensitive Edwina scoffs at this. She renews in Ranchipur an acquaintance with a former lover, Tom Ransome, now a dissolute alcoholic.
Question: Who renews an acquaintance with a former lover, Tom Ransome?
Answer: Maharani",0
"Context: The spoiled, insensitive Edwina scoffs at this. She renews in Ranchipur an acquaintance with a former lover, Tom Ransome, now a dissolute alcoholic.
Question: Who renews an acquaintance with a former lover, Tom Ransome?
Answer: Lord Esketh",0
"Context: The spoiled, insensitive Edwina scoffs at this. She renews in Ranchipur an acquaintance with a former lover, Tom Ransome, now a dissolute alcoholic.
Question: Who renews an acquaintance with a former lover, Tom Ransome?
Answer: Dr. Safti",0
"Context: The story of Martha, a woman from Sierra Leone, was more compelling. Beaten, raped and tortured in her politically repressive homeland, she knowingly used someone else's passport to escape to America, but was caught by immigration authorities upon her arrival.
Question: Who was tortured in homeland and who caught her?
Answer: The cops",0
"Context: The story of Martha, a woman from Sierra Leone, was more compelling. Beaten, raped and tortured in her politically repressive homeland, she knowingly used someone else's passport to escape to America, but was caught by immigration authorities upon her arrival.
Question: Who was tortured in homeland and who caught her?
Answer: Stephen St. Hilaire",0
"Context: The story of Martha, a woman from Sierra Leone, was more compelling. Beaten, raped and tortured in her politically repressive homeland, she knowingly used someone else's passport to escape to America, but was caught by immigration authorities upon her arrival.
Question: Who was tortured in homeland and who caught her?
Answer: Fred",0
"Context: The story of Martha, a woman from Sierra Leone, was more compelling. Beaten, raped and tortured in her politically repressive homeland, she knowingly used someone else's passport to escape to America, but was caught by immigration authorities upon her arrival.
Question: Who was tortured in homeland and who caught her?
Answer: Martha",1
"Context: The story of Martha, a woman from Sierra Leone, was more compelling. Beaten, raped and tortured in her politically repressive homeland, she knowingly used someone else's passport to escape to America, but was caught by immigration authorities upon her arrival.
Question: Who was tortured in homeland and who caught her?
Answer: Immigration",1
"Context: The story of Martha, a woman from Sierra Leone, was more compelling. Beaten, raped and tortured in her politically repressive homeland, she knowingly used someone else's passport to escape to America, but was caught by immigration authorities upon her arrival.
Question: Who was tortured in homeland and who caught her?
Answer: Martha, Immigration authorities",1
"Context: The story of Martha, a woman from Sierra Leone, was more compelling. Beaten, raped and tortured in her politically repressive homeland, she knowingly used someone else's passport to escape to America, but was caught by immigration authorities upon her arrival.
Question: Who was tortured in homeland and who caught her?
Answer: Martha was tortured in homeland and she was caught by immigration authorities while escaping",1
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: What was the name of the police officer whose son was murdered and why was he unable to arrest the culprits?
Answer: A.C.P. Ramakant Chaudhary, he had no valid evidence",1
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: What was the name of the police officer whose son was murdered and why was he unable to arrest the culprits?
Answer: Devkinandan and the police are lazy",0
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: What was the name of the police officer whose son was murdered and why was he unable to arrest the culprits?
Answer: He believed they did not do it",0
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: What was the name of the police officer whose son was murdered and why was he unable to arrest the culprits?
Answer: Manna Shetty and the ganglords are too powerful",0
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: What was the name of the police officer whose son was murdered and why was he unable to arrest the culprits?
Answer: A.C.P. Ramakant Chaudhary, he did not have vaild evidence",1
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: What was the name of the police officer whose son was murdered and why was he unable to arrest the culprits?
Answer: Ramakant and he will not take the law in his own hands",1
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: Who is unable to nab the culprits in search of evidence?
Answer: Revati",0
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: Who is unable to nab the culprits in search of evidence?
Answer: The A.C.P",1
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: Who is unable to nab the culprits in search of evidence?
Answer: Vishal",0
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: Who is unable to nab the culprits in search of evidence?
Answer: Ramakant",0
"Context: The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre - planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence.
Question: Who is unable to nab the culprits in search of evidence?
Answer: A.C.P. Ramakant Chaudhary",1
"Context: The young boy played with the toy truck for a long time, and then another little boy showed up and began to play with a little red car. The two boys ended up becoming friends and played with the toys for a long time.
Question: Who became friends for a long time?
Answer: The boy and the store owner",0
"Context: The young boy played with the toy truck for a long time, and then another little boy showed up and began to play with a little red car. The two boys ended up becoming friends and played with the toys for a long time.
Question: Who became friends for a long time?
Answer: The boy and the truck driver",0
"Context: The young boy played with the toy truck for a long time, and then another little boy showed up and began to play with a little red car. The two boys ended up becoming friends and played with the toys for a long time.
Question: Who became friends for a long time?
Answer: The blue truck and red car",0
"Context: The young boy played with the toy truck for a long time, and then another little boy showed up and began to play with a little red car. The two boys ended up becoming friends and played with the toys for a long time.
Question: Who became friends for a long time?
Answer: The boy and the girl",0
"Context: Their greatest objection is to the notion of turning psychology into a prescribing profession. In a field that has struggled long and hard to prove that mind, mood and behavior can be studied empirically, the past decade, Davison says, has seen"" exciting developments"" that demonstrate the validity of various psychotherapeutic interventions and the psychosocial - behavioral models on which they are based.
Question: What field has struggled long and hard to prove that mind, mood and behavior can be studied empirically?
Answer: Neuroscience",0
